ogrenci_id,yas,egitim_durumu,kurs_turu,kurs_suresi_hafta,kayitli_oldugu_hafta_sayisi,haftalik_ders_saati,toplam_ders_saati,devamsizlik_saati,devamsizlik_orani,ust_uste_devamsizlik_sayisi,toplam_ucret,odenen_tutar,kalan_borc,taksit_sayisi,son_odeme_gecikme_gun_sayisi,odeme_yontemi,son_giristen_beri_gun_sayisi,son_30_gun_giris_sayisi,son_30_gun_ai_etkilesim_sayisi,tamamlanan_odev_orani,memnuniyet_skoru,is_churn
2369,44,Çalışan,Web Geliştirme,24,3,6,18,4,0.2222,1,24000,24000,0,9,8,Havale,3,7,4,0.876755573442314,2.6,0
2370,22,Çalışan,Web Geliştirme,24,10,6,60,1,0.0167,0,30000,22117,7883,12,34,Havale,49,11,5,0.574386053397315,4.7,0
2371,18,Çalışan,Siber Güvenlik,24,7,8,56,11,0.1964,0,30000,16044,13956,3,6,Havale,11,12,8,0.8230810432368408,2.8,0
2372,34,Mezun,Siber Güvenlik,24,12,8,96,38,0.3958,1,36000,21943,14057,2,14,Kredi Kartı,35,6,3,0.9224528231468307,3.4,0
2373,36,Lise,Siber Güvenlik,24,22,8,176,0,0.0,0,30000,8688,21312,3,3,Kredi Kartı,57,9,7,0.5170310555954386,3.5,0
2374,31,Mezun,Siber Güvenlik,24,15,8,120,40,0.3333,1,24000,12533,11467,9,36,Kredi Kartı,3,14,7,0.6799989178773824,2.8,0
2375,29,Lise,Veri Bilimi,24,23,8,184,73,0.3967,2,24000,24000,0,3,27,Kredi Kartı,4,13,4,0.4360743371814723,4.3,0
2376,27,Çalışan,Veri Bilimi,24,21,8,168,29,0.1726,5,24000,17755,6245,2,8,Kredi Kartı,18,11,6,0.8881482429199654,3.7,0
2377,37,Üniversite,Siber Güvenlik,24,16,8,128,29,0.2266,2,36000,4610,31390,2,34,Kredi Kartı,40,6,6,0.3728467335601849,2.5,1
2378,38,Mezun,Siber Güvenlik,24,8,8,64,9,0.1406,2,48000,29146,18854,3,24,Elden,38,8,5,0.7584115068176943,3.7,0
2379,35,Üniversite,Yapay Zeka,24,6,8,48,8,0.1667,1,12000,8304,3696,2,8,Elden,56,9,3,0.6259210544317249,3.3,0
2380,41,Çalışan,Veri Bilimi,24,4,8,32,12,0.375,0,24000,20103,3897,2,32,Kredi Kartı,30,4,4,0.8855294003784405,2.8,1
2381,44,Çalışan,Yapay Zeka,24,11,8,88,31,0.3523,1,24000,13350,10650,6,16,Kredi Kartı,6,12,6,0.6848744695493253,4.2,0
2382,28,Üniversite,Yapay Zeka,24,17,8,136,40,0.2941,2,24000,14879,9121,2,11,Kredi Kartı,11,8,3,1.0,3.7,0
2383,19,Çalışan,İngilizce,16,2,4,8,3,0.375,2,36000,32694,3306,2,8,Kredi Kartı,9,9,3,0.6775332949325388,3.4,0
2384,42,Üniversite,Web Geliştirme,24,6,6,36,9,0.25,3,24000,14140,9860,9,4,Kredi Kartı,28,13,4,0.7342111410624547,2.4,0
2385,35,Mezun,Veri Bilimi,24,4,8,32,0,0.0,0,18000,8420,9580,9,25,Elden,51,7,6,0.8834723208858293,3.9,0
2386,42,Çalışan,Siber Güvenlik,24,3,8,24,10,0.4167,0,24000,20614,3386,3,44,Kredi Kartı,20,9,5,0.8083051161744543,3.7,0
2387,24,Üniversite,Siber Güvenlik,24,7,8,56,3,0.0536,2,24000,20726,3274,2,18,Kredi Kartı,12,6,5,0.5267954160371064,1.8,0
2388,41,Çalışan,Web Geliştirme,24,7,6,42,8,0.1905,2,24000,2635,21365,6,34,Kredi Kartı,22,11,4,0.767391445116046,5.0,0
2389,32,Lise,Veri Bilimi,24,16,8,128,48,0.375,0,12000,8576,3424,3,1,Elden,5,12,3,0.5765866546014234,4.8,0
2390,28,Lise,Siber Güvenlik,24,2,8,16,0,0.0,0,12000,4777,7223,2,44,Elden,30,8,5,1.0,3.6,0
2391,35,Çalışan,Siber Güvenlik,24,8,8,64,21,0.3281,1,30000,22499,7501,2,6,Havale,8,11,3,0.22692384094980955,4.6,0
2392,40,Lise,İngilizce,16,15,4,60,0,0.0,0,30000,26644,3356,2,8,Kredi Kartı,50,14,3,0.9761300070527639,3.4,0
2393,29,Çalışan,Yapay Zeka,24,16,8,128,42,0.3281,0,30000,24144,5856,6,21,Kredi Kartı,23,5,6,0.6868605180300753,3.4,0
2394,23,Çalışan,Siber Güvenlik,24,1,8,8,3,0.375,2,30000,24884,5116,9,41,Kredi Kartı,15,10,8,0.4158953001741976,4.3,1
2395,37,Lise,Veri Bilimi,24,10,8,80,7,0.0875,3,36000,17456,18544,9,32,Kredi Kartı,58,15,8,0.40907633764706636,3.4,1
2396,40,Mezun,Web Geliştirme,24,7,6,42,3,0.0714,6,36000,19281,16719,6,15,Havale,57,11,5,0.7302199414697176,4.0,1
2397,30,Üniversite,İngilizce,16,16,4,64,15,0.2344,4,24000,19156,4844,3,42,Kredi Kartı,10,11,7,0.43942864155234945,2.5,1
2398,37,Üniversite,Veri Bilimi,24,10,8,80,5,0.0625,1,18000,12019,5981,6,23,Kredi Kartı,35,9,5,0.8042449276661181,2.5,1
2399,33,Lise,İngilizce,16,12,4,48,0,0.0,0,18000,4754,13246,3,7,Havale,56,8,3,0.613254629529394,3.7,0
2400,35,Üniversite,Yapay Zeka,24,17,8,136,29,0.2132,1,24000,20948,3052,3,29,Kredi Kartı,0,11,5,0.7748504350789036,2.5,0
2401,27,Üniversite,Siber Güvenlik,24,13,8,104,29,0.2788,0,36000,10229,25771,6,25,Havale,20,9,4,0.37303334078099465,4.2,0
2402,40,Üniversite,Veri Bilimi,24,12,8,96,15,0.1562,0,30000,21935,8065,9,44,Kredi Kartı,43,8,4,0.1651493639092083,4.2,1
2403,25,Çalışan,Web Geliştirme,24,15,6,90,22,0.2444,0,24000,16843,7157,3,34,Kredi Kartı,35,11,6,0.39938958247259376,2.0,0
2404,35,Çalışan,Yapay Zeka,24,14,8,112,46,0.4107,2,30000,28361,1639,9,44,Kredi Kartı,36,10,6,1.0,3.4,0
2405,38,Mezun,Yapay Zeka,24,19,8,152,24,0.1579,1,24000,14185,9815,3,16,Elden,5,12,6,0.9628934999595807,4.4,0
2406,18,Mezun,İngilizce,16,16,4,64,11,0.1719,0,48000,6852,41148,3,37,Kredi Kartı,13,4,2,0.8547096957902002,2.8,0
2407,40,Çalışan,Yapay Zeka,24,19,8,152,33,0.2171,2,36000,24689,11311,2,9,Kredi Kartı,28,8,6,0.8904953535805404,3.8,0
2408,25,Üniversite,Veri Bilimi,24,14,8,112,18,0.1607,2,30000,21994,8006,6,40,Kredi Kartı,0,15,3,0.7956764925143708,2.9,0
2409,23,Mezun,İngilizce,16,2,4,8,1,0.125,2,24000,22041,1959,9,16,Havale,7,12,6,1.0,2.8,0
2410,22,Çalışan,Yapay Zeka,24,5,8,40,21,0.525,2,18000,9324,8676,6,6,Havale,46,14,5,0.6237920821717664,3.8,0
2411,32,Üniversite,Web Geliştirme,24,20,6,120,29,0.2417,0,12000,9909,2091,2,1,Kredi Kartı,43,9,6,0.8556045112689279,2.2,0
2412,39,Mezun,Veri Bilimi,24,6,8,48,8,0.1667,0,12000,10491,1509,2,10,Kredi Kartı,58,9,8,0.6161135306411142,3.5,0
2413,32,Çalışan,Web Geliştirme,24,18,6,108,51,0.4722,3,12000,5603,6397,6,2,Elden,18,5,3,0.8008090857527881,4.2,0
2414,19,Çalışan,Web Geliştirme,24,14,6,84,35,0.4167,0,48000,35004,12996,3,45,Havale,22,8,3,1.0,2.7,1
2415,18,Mezun,İngilizce,16,4,4,16,5,0.3125,1,12000,3384,8616,3,19,Havale,38,13,4,0.5726103821667626,2.9,0
2416,40,Üniversite,Siber Güvenlik,24,23,8,184,20,0.1087,1,12000,9492,2508,12,12,Kredi Kartı,40,9,4,0.3022442244441218,4.4,0
2417,40,Üniversite,İngilizce,16,1,4,4,3,0.75,4,24000,16934,7066,6,22,Kredi Kartı,10,12,6,0.5853250927192206,2.0,1
2418,43,Lise,Veri Bilimi,24,13,8,104,0,0.0,0,24000,8167,15833,3,16,Havale,26,6,5,0.3306657339398165,4.7,0
2419,28,Çalışan,Veri Bilimi,24,11,8,88,0,0.0,0,36000,19827,16173,2,28,Kredi Kartı,54,9,3,0.742394492599324,2.3,1
2420,27,Lise,İngilizce,16,3,4,12,3,0.25,1,12000,11054,946,2,42,Kredi Kartı,59,8,2,0.6703256528772057,3.9,0
2421,35,Çalışan,Siber Güvenlik,24,17,8,136,21,0.1544,5,48000,33598,14402,6,38,Kredi Kartı,39,14,8,0.3570918861098636,3.6,1
2422,35,Lise,İngilizce,16,2,4,8,0,0.0,0,18000,8627,9373,9,31,Kredi Kartı,35,11,4,0.08929703583255204,3.4,0
2423,34,Üniversite,Veri Bilimi,24,10,8,80,16,0.2,0,48000,21986,26014,6,34,Havale,41,16,3,0.70485410309093,4.1,1
2424,43,Üniversite,Siber Güvenlik,24,16,8,128,30,0.2344,2,24000,21618,2382,3,34,Elden,19,13,3,1.0,3.0,0
2425,25,Mezun,Veri Bilimi,24,21,8,168,32,0.1905,1,30000,15817,14183,2,33,Kredi Kartı,41,13,1,0.6438835556917528,3.4,1
2426,32,Lise,Siber Güvenlik,24,13,8,104,29,0.2788,0,18000,12692,5308,12,20,Havale,7,12,6,0.5684420881079489,3.8,0
2427,25,Üniversite,Siber Güvenlik,24,20,8,160,22,0.1375,1,30000,16402,13598,12,15,Havale,45,11,8,0.38384902684297845,3.0,0
2428,34,Üniversite,İngilizce,16,12,4,48,9,0.1875,3,30000,2908,27092,6,22,Elden,35,12,3,0.8573289066722026,3.5,1
2429,29,Üniversite,İngilizce,16,4,4,16,7,0.4375,1,12000,5840,6160,2,10,Havale,60,11,6,0.49718810768045046,2.7,1
2430,44,Lise,İngilizce,16,8,4,32,13,0.4062,2,12000,11213,787,6,13,Elden,51,12,4,0.4243357226168712,3.5,1
2431,25,Çalışan,Siber Güvenlik,24,12,8,96,18,0.1875,2,48000,48000,0,9,2,Elden,25,8,11,0.9663626697431345,2.7,0
2432,42,Mezun,Siber Güvenlik,24,19,8,152,48,0.3158,2,24000,10959,13041,6,6,Kredi Kartı,34,9,4,0.5597004860318876,4.3,0
2433,31,Lise,Veri Bilimi,24,15,8,120,45,0.375,1,36000,26399,9601,6,39,Havale,59,12,3,0.7285784970230182,3.5,1
2434,21,Çalışan,Web Geliştirme,24,16,6,96,5,0.0521,1,30000,30000,0,2,44,Kredi Kartı,2,8,9,0.8424250706893541,2.6,0
2435,18,Çalışan,İngilizce,16,12,4,48,13,0.2708,0,24000,22805,1195,2,10,Kredi Kartı,58,10,7,0.358664807155942,2.3,0
2436,18,Mezun,Veri Bilimi,24,20,8,160,40,0.25,0,18000,6244,11756,2,32,Kredi Kartı,3,20,6,0.5204086427664674,3.7,0
2437,36,Mezun,Veri Bilimi,24,18,8,144,49,0.3403,5,48000,28024,19976,12,18,Kredi Kartı,43,12,4,1.0,3.8,1
2438,33,Çalışan,Yapay Zeka,24,22,8,176,9,0.0511,3,24000,17146,6854,6,44,Havale,28,13,4,0.5325629764652882,3.0,0
2439,31,Çalışan,İngilizce,16,12,4,48,10,0.2083,0,18000,17427,573,9,40,Kredi Kartı,49,9,8,0.5729270777471753,3.9,1
2440,38,Çalışan,Veri Bilimi,24,16,8,128,11,0.0859,1,30000,10475,19525,2,22,Elden,27,6,2,0.6132607747119609,4.8,1
2441,33,Üniversite,Yapay Zeka,24,20,8,160,45,0.2812,5,12000,10122,1878,12,22,Havale,18,9,5,0.9428785497931315,4.8,0
2442,22,Mezun,İngilizce,16,11,4,44,3,0.0682,0,36000,29732,6268,9,28,Havale,42,9,7,1.0,5.0,1
2443,26,Mezun,Siber Güvenlik,24,22,8,176,21,0.1193,1,12000,6888,5112,3,5,Kredi Kartı,27,7,8,0.7511674821753511,2.7,0
2444,43,Üniversite,Yapay Zeka,24,20,8,160,39,0.2438,0,18000,18000,0,9,38,Kredi Kartı,17,10,7,0.7127638686403349,3.6,0
2445,19,Üniversite,Siber Güvenlik,24,14,8,112,6,0.0536,2,12000,5065,6935,3,4,Kredi Kartı,13,9,6,0.6077979626226854,3.1,0
2446,35,Çalışan,Web Geliştirme,24,2,6,12,0,0.0,0,12000,8892,3108,3,31,Kredi Kartı,42,10,10,0.8857450709068945,2.7,1
2447,23,Mezun,Web Geliştirme,24,13,6,78,32,0.4103,4,24000,16796,7204,3,39,Havale,13,12,3,0.5974675337912825,3.9,1
2448,26,Üniversite,Web Geliştirme,24,14,6,84,9,0.1071,1,30000,22320,7680,12,25,Havale,53,12,7,0.6673914910613553,2.0,0
2449,18,Mezun,Web Geliştirme,24,6,6,36,0,0.0,0,30000,28166,1834,12,13,Kredi Kartı,28,8,5,1.0,5.0,0
2450,26,Lise,Veri Bilimi,24,12,8,96,2,0.0208,2,30000,9429,20571,3,17,Havale,2,10,5,0.7385716619153438,2.7,0
2451,42,Üniversite,Web Geliştirme,24,7,6,42,8,0.1905,0,24000,16551,7449,6,20,Kredi Kartı,33,10,3,0.822038294681069,2.4,0
2452,33,Çalışan,Veri Bilimi,24,4,8,32,16,0.5,0,24000,24000,0,6,24,Kredi Kartı,8,9,8,0.6042902749446909,3.5,1
2453,30,Üniversite,Veri Bilimi,24,7,8,56,11,0.1964,5,36000,30584,5416,9,19,Havale,39,6,5,0.6201245438487997,3.8,1
2454,26,Üniversite,İngilizce,16,13,4,52,17,0.3269,0,24000,11634,12366,3,23,Kredi Kartı,4,9,2,0.33535075466157643,4.5,0
2455,38,Çalışan,Veri Bilimi,24,11,8,88,13,0.1477,1,18000,8099,9901,6,2,Havale,28,12,3,0.9172699266706339,4.0,0
2456,30,Üniversite,Veri Bilimi,24,8,8,64,16,0.25,1,24000,18706,5294,6,21,Havale,40,7,5,0.6193516669411804,4.4,0
2457,26,Üniversite,Web Geliştirme,24,19,6,114,21,0.1842,5,18000,9498,8502,2,7,Havale,4,7,6,0.6486288698486071,4.7,0
2458,28,Çalışan,Veri Bilimi,24,2,8,16,5,0.3125,2,18000,11057,6943,3,45,Kredi Kartı,52,5,4,0.9828580271122087,2.9,0
2459,21,Mezun,Siber Güvenlik,24,21,8,168,3,0.0179,2,30000,13924,16076,6,45,Kredi Kartı,44,9,6,0.9638238856499439,5.0,0
2460,19,Mezun,Web Geliştirme,24,18,6,108,25,0.2315,1,36000,36000,0,3,28,Kredi Kartı,42,8,5,0.5682485892946644,3.8,0
2461,23,Çalışan,Yapay Zeka,24,21,8,168,42,0.25,2,24000,17678,6322,12,6,Elden,42,9,4,0.6136403356973079,4.4,0
2462,31,Lise,Web Geliştirme,24,10,6,60,17,0.2833,2,30000,19895,10105,2,5,Kredi Kartı,51,10,3,0.27067327382962614,3.7,1
2463,21,Mezun,Veri Bilimi,24,6,8,48,0,0.0,0,18000,4354,13646,12,5,Kredi Kartı,43,8,7,0.8210515544887604,3.1,0
2464,23,Mezun,Siber Güvenlik,24,24,8,192,26,0.1354,1,24000,10646,13354,3,11,Elden,50,10,5,0.8264453170831161,3.7,1
2465,36,Çalışan,Web Geliştirme,24,22,6,132,43,0.3258,1,30000,19042,10958,2,21,Havale,12,16,8,0.5473306097892872,4.1,1
2466,23,Mezun,Siber Güvenlik,24,4,8,32,8,0.25,3,24000,15241,8759,3,25,Havale,25,14,3,0.776747198577867,3.7,0
2467,19,Mezun,Yapay Zeka,24,19,8,152,81,0.5329,3,12000,12000,0,9,24,Elden,8,4,4,0.8777640013701825,4.2,0
2468,35,Üniversite,Yapay Zeka,24,14,8,112,14,0.125,0,30000,20428,9572,9,18,Kredi Kartı,3,8,5,0.48537819540066673,4.8,0
2469,30,Üniversite,İngilizce,16,14,4,56,0,0.0,0,36000,32744,3256,3,35,Kredi Kartı,38,14,5,0.6557695608543243,3.4,0
2470,26,Çalışan,İngilizce,16,2,4,8,1,0.125,5,30000,20844,9156,2,34,Kredi Kartı,30,9,1,0.7479112553222448,3.4,1
2471,40,Mezun,Web Geliştirme,24,17,6,102,0,0.0,0,18000,15574,2426,6,12,Kredi Kartı,4,9,7,0.8137225162054266,4.6,0
2472,36,Mezun,İngilizce,16,2,4,8,3,0.375,1,12000,2796,9204,6,24,Havale,6,9,7,0.8279447074540626,4.5,1
2473,30,Üniversite,Siber Güvenlik,24,18,8,144,32,0.2222,1,18000,6045,11955,9,44,Kredi Kartı,27,13,3,0.6331356867307731,4.3,1
2474,28,Mezun,İngilizce,16,15,4,60,18,0.3,1,12000,10571,1429,2,31,Havale,39,14,6,0.5331198099664477,4.0,1
2475,18,Mezun,Siber Güvenlik,24,5,8,40,13,0.325,3,36000,36000,0,6,29,Kredi Kartı,13,4,4,0.33227548470752805,3.8,1
2476,41,Çalışan,İngilizce,16,9,4,36,15,0.4167,1,30000,6701,23299,6,20,Kredi Kartı,23,11,3,0.6362712295631897,3.3,0
2477,39,Mezun,İngilizce,16,1,4,4,0,0.0,0,24000,15673,8327,12,41,Havale,41,9,5,0.8372396311034159,4.4,0
2478,24,Çalışan,İngilizce,16,4,4,16,0,0.0,0,36000,9903,26097,6,44,Kredi Kartı,37,10,6,1.0,4.3,0
2479,42,Çalışan,Veri Bilimi,24,7,8,56,5,0.0893,4,12000,5807,6193,3,39,Havale,4,9,4,0.8999188453211422,4.6,0
2480,38,Mezun,Veri Bilimi,24,11,8,88,15,0.1705,4,30000,5243,24757,2,43,Elden,46,16,5,0.7305579793970945,5.0,1
2481,32,Mezun,İngilizce,16,14,4,56,14,0.25,3,12000,7444,4556,6,7,Havale,47,10,11,0.6993687477725635,3.0,0
2482,18,Çalışan,Siber Güvenlik,24,10,8,80,19,0.2375,2,12000,7246,4754,6,40,Kredi Kartı,58,3,5,0.5736773315429319,4.8,0
2483,29,Mezun,Web Geliştirme,24,19,6,114,29,0.2544,1,12000,7210,4790,9,41,Elden,33,14,5,0.4299654282800328,4.4,0
2484,43,Çalışan,Yapay Zeka,24,8,8,64,0,0.0,0,48000,27688,20312,6,6,Kredi Kartı,27,13,8,0.8967078542219629,4.3,0
2485,24,Mezun,Veri Bilimi,24,3,8,24,2,0.0833,3,24000,19409,4591,6,2,Havale,46,6,6,0.9686770516658502,4.6,1
2486,32,Mezun,İngilizce,16,16,4,64,10,0.1562,3,12000,12000,0,3,36,Kredi Kartı,7,10,7,0.4407741374734196,2.8,0
2487,38,Üniversite,Yapay Zeka,24,8,8,64,12,0.1875,1,24000,8347,15653,3,2,Kredi Kartı,20,9,6,0.9762361371039383,4.8,0
2488,36,Üniversite,Veri Bilimi,24,18,8,144,19,0.1319,1,18000,7917,10083,3,17,Elden,23,5,5,0.7574691986367854,2.9,0
2489,42,Çalışan,Web Geliştirme,24,5,6,30,8,0.2667,2,12000,8188,3812,2,41,Kredi Kartı,53,10,4,0.8831921954770131,2.5,1
2490,18,Mezun,Siber Güvenlik,24,20,8,160,2,0.0125,1,30000,17489,12511,6,8,Havale,23,12,7,1.0,4.0,0
2491,34,Mezun,İngilizce,16,11,4,44,6,0.1364,1,18000,10275,7725,3,23,Kredi Kartı,12,8,5,0.4246959148182295,5.0,0
2492,34,Çalışan,Web Geliştirme,24,9,6,54,17,0.3148,2,36000,11588,24412,3,6,Havale,48,8,6,0.4782164498294709,4.5,1
2493,20,Mezun,Veri Bilimi,24,19,8,152,39,0.2566,1,24000,12865,11135,2,32,Elden,14,18,4,0.6550257756876677,4.5,0
2494,29,Mezun,İngilizce,16,12,4,48,7,0.1458,3,12000,6462,5538,2,24,Kredi Kartı,56,7,6,0.5136937307424463,4.4,1
2495,23,Çalışan,Yapay Zeka,24,5,8,40,6,0.15,0,18000,12684,5316,2,41,Havale,45,12,5,0.5497074326241944,3.6,1
2496,43,Mezun,Siber Güvenlik,24,16,8,128,17,0.1328,2,30000,12694,17306,6,33,Havale,24,5,3,0.9016736160709323,3.3,0
2497,28,Üniversite,Veri Bilimi,24,13,8,104,17,0.1635,0,18000,15715,2285,3,37,Elden,50,11,4,0.7462026461588585,2.6,0
2498,20,Üniversite,Siber Güvenlik,24,6,8,48,6,0.125,5,24000,8011,15989,6,20,Kredi Kartı,44,10,8,0.7584323158620039,4.3,1
2499,25,Üniversite,İngilizce,16,16,4,64,10,0.1562,1,30000,30000,0,6,37,Havale,52,16,4,0.7256672616593983,3.4,0
2500,31,Üniversite,Web Geliştirme,24,18,6,108,30,0.2778,3,30000,13367,16633,12,39,Kredi Kartı,27,12,10,0.576152577210034,4.8,0
2501,31,Mezun,Siber Güvenlik,24,17,8,136,37,0.2721,1,30000,30000,0,2,17,Kredi Kartı,38,7,1,0.756097630011231,4.0,0
2502,27,Üniversite,Yapay Zeka,24,12,8,96,0,0.0,0,36000,16650,19350,3,38,Kredi Kartı,7,14,10,0.6752081141776487,3.9,0
2503,19,Üniversite,Veri Bilimi,24,1,8,8,4,0.5,2,18000,15437,2563,3,32,Havale,30,12,7,0.9073143846473078,2.3,0
2504,31,Üniversite,Yapay Zeka,24,7,8,56,7,0.125,4,18000,10058,7942,6,27,Elden,6,9,4,0.8554873338977659,3.6,0
2505,26,Lise,Siber Güvenlik,24,14,8,112,34,0.3036,0,30000,20104,9896,12,24,Kredi Kartı,50,6,3,0.806657855049323,3.7,1
2506,20,Mezun,Web Geliştirme,24,18,6,108,3,0.0278,1,18000,14408,3592,6,13,Havale,46,11,4,0.7140128271226773,1.5,0
2507,38,Çalışan,Web Geliştirme,24,23,6,138,67,0.4855,1,24000,13598,10402,6,19,Havale,38,8,6,0.6154305902777392,3.6,0
2508,43,Mezun,Yapay Zeka,24,1,8,8,3,0.375,0,30000,5225,24775,3,38,Kredi Kartı,16,6,4,0.44839833908490223,3.7,0
2509,25,Üniversite,İngilizce,16,4,4,16,5,0.3125,5,24000,11784,12216,6,19,Elden,52,4,5,1.0,3.6,1
2510,33,Lise,İngilizce,16,10,4,40,8,0.2,1,12000,6283,5717,2,6,Kredi Kartı,56,9,3,0.7005968593244355,2.9,0
2511,19,Üniversite,Web Geliştirme,24,15,6,90,0,0.0,0,30000,30000,0,6,3,Kredi Kartı,49,6,5,0.8616473834561373,4.6,0
2512,23,Mezun,Yapay Zeka,24,11,8,88,46,0.5227,0,36000,22975,13025,6,30,Kredi Kartı,50,6,7,0.895503554500242,3.6,1
2513,38,Üniversite,Yapay Zeka,24,4,8,32,12,0.375,0,12000,8311,3689,3,29,Elden,56,4,6,0.7114970884742999,2.0,0
2514,43,Mezun,Yapay Zeka,24,15,8,120,19,0.1583,0,24000,14906,9094,3,36,Elden,34,10,6,0.6771198081171159,2.7,0
2515,42,Üniversite,Siber Güvenlik,24,21,8,168,51,0.3036,1,24000,16907,7093,9,20,Kredi Kartı,55,14,7,0.5787539224111434,5.0,1
2516,29,Çalışan,İngilizce,16,14,4,56,0,0.0,0,18000,6130,11870,2,0,Kredi Kartı,21,16,1,0.35660098640701776,3.5,0
2517,22,Üniversite,İngilizce,16,16,4,64,0,0.0,0,18000,8608,9392,2,2,Kredi Kartı,6,10,4,1.0,1.8,0
2518,19,Üniversite,Siber Güvenlik,24,15,8,120,27,0.225,3,18000,14681,3319,3,12,Havale,52,14,4,0.5949942581033435,3.9,0
2519,33,Çalışan,Veri Bilimi,24,17,8,136,10,0.0735,1,30000,17825,12175,3,6,Havale,9,14,7,0.47697028198819424,2.6,0
2520,22,Üniversite,Siber Güvenlik,24,23,8,184,24,0.1304,0,24000,14992,9008,6,5,Elden,27,12,3,1.0,4.8,0
2521,32,Lise,Yapay Zeka,24,11,8,88,19,0.2159,0,48000,30957,17043,6,5,Havale,38,7,7,0.6551271338808398,2.5,1
2522,29,Mezun,Siber Güvenlik,24,18,8,144,1,0.0069,0,18000,14796,3204,9,33,Elden,57,11,5,0.7371338537648758,2.6,0
2523,21,Mezun,Yapay Zeka,24,16,8,128,26,0.2031,0,48000,23510,24490,3,31,Kredi Kartı,42,10,7,0.6084939561598003,4.7,1
2524,32,Mezun,Web Geliştirme,24,15,6,90,2,0.0222,1,24000,16199,7801,6,15,Kredi Kartı,57,12,6,0.3752137668721969,2.7,1
2525,28,Üniversite,Yapay Zeka,24,11,8,88,35,0.3977,4,12000,1340,10660,9,37,Havale,28,7,3,0.7123680992768628,4.2,1
2526,33,Üniversite,İngilizce,16,13,4,52,11,0.2115,4,12000,2964,9036,3,7,Kredi Kartı,34,6,7,0.6978189509127829,3.1,0
2527,40,Üniversite,Siber Güvenlik,24,18,8,144,45,0.3125,3,30000,17634,12366,3,20,Kredi Kartı,58,10,6,0.6189592864818121,3.5,0
2528,23,Lise,Yapay Zeka,24,8,8,64,0,0.0,0,36000,13452,22548,9,10,Kredi Kartı,52,9,6,0.9358706575502781,4.0,1
2529,31,Çalışan,Veri Bilimi,24,9,8,72,23,0.3194,1,30000,26874,3126,2,22,Kredi Kartı,21,10,5,0.8625783074326203,4.4,0
2530,35,Mezun,Web Geliştirme,24,22,6,132,65,0.4924,6,30000,11489,18511,3,5,Havale,8,9,6,1.0,5.0,0
2531,29,Üniversite,Veri Bilimi,24,11,8,88,21,0.2386,2,18000,11124,6876,2,45,Havale,35,16,5,0.48746031042907906,2.8,0
2532,44,Mezun,Veri Bilimi,24,17,8,136,43,0.3162,1,12000,10207,1793,2,14,Kredi Kartı,7,7,2,0.8364847861227156,3.0,0
2533,28,Üniversite,Veri Bilimi,24,1,8,8,1,0.125,1,12000,9279,2721,2,10,Havale,29,8,3,1.0,3.8,0
2534,30,Çalışan,Web Geliştirme,24,11,6,66,19,0.2879,1,12000,6165,5835,3,26,Kredi Kartı,29,8,9,0.8464026032224113,4.0,0
2535,38,Lise,Web Geliştirme,24,7,6,42,21,0.5,2,30000,16575,13425,6,14,Havale,55,11,5,0.8451963811401397,2.6,1
2536,40,Lise,Web Geliştirme,24,8,6,48,30,0.625,4,36000,27672,8328,3,44,Kredi Kartı,57,9,5,0.7170321963901328,3.1,1
2537,28,Mezun,Web Geliştirme,24,19,6,114,32,0.2807,0,18000,15330,2670,9,37,Havale,30,8,4,0.8701189827640419,2.8,0
2538,40,Mezun,Veri Bilimi,24,4,8,32,1,0.0312,0,30000,30000,0,3,3,Havale,21,12,5,0.5116816938977479,3.2,0
2539,33,Mezun,İngilizce,16,4,4,16,5,0.3125,1,18000,15323,2677,12,13,Havale,43,9,5,0.5657994969546873,3.9,1
2540,32,Lise,İngilizce,16,3,4,12,0,0.0,0,18000,14784,3216,12,44,Havale,30,13,4,0.5147021844770072,4.1,1
2541,38,Üniversite,Web Geliştirme,24,24,6,144,15,0.1042,2,18000,13241,4759,9,9,Havale,39,14,4,0.6105215943197946,4.8,0
2542,32,Üniversite,Siber Güvenlik,24,9,8,72,9,0.125,2,12000,8162,3838,12,28,Kredi Kartı,46,6,7,0.6921858823885941,4.1,1
2543,42,Üniversite,Yapay Zeka,24,17,8,136,80,0.5882,1,18000,10030,7970,6,11,Havale,27,11,8,1.0,2.5,0
2544,21,Çalışan,Siber Güvenlik,24,18,8,144,69,0.4792,2,24000,18590,5410,9,39,Kredi Kartı,45,12,3,0.9560379734205616,3.8,1
2545,28,Lise,Siber Güvenlik,24,1,8,8,4,0.5,1,24000,14181,9819,3,19,Kredi Kartı,4,9,2,0.4762206767856049,3.8,1
2546,36,Üniversite,Siber Güvenlik,24,14,8,112,41,0.3661,2,18000,14834,3166,3,36,Kredi Kartı,16,12,1,0.5010321343396279,2.6,0
2547,32,Mezun,İngilizce,16,4,4,16,1,0.0625,2,24000,19934,4066,9,1,Elden,51,15,10,0.576190399441268,3.2,0
2548,21,Üniversite,Yapay Zeka,24,10,8,80,21,0.2625,0,24000,18421,5579,3,19,Kredi Kartı,10,7,2,0.5654070348900683,4.3,0
2549,38,Mezun,Siber Güvenlik,24,23,8,184,101,0.5489,2,48000,23732,24268,9,11,Kredi Kartı,21,10,5,0.9532633331866954,2.8,0
